Entidad,Municipio, Porcentaje2020 , Personas2020 
Oaxaca,Santa Ana Yareni, 12.26 , 78.00 
Oaxaca,Santa Ana Zegache, 27.61 ," 1,100.00 "
Oaxaca,Santa Catalina Quierí, 20.05 , 165.00 
Oaxaca,Santa Catarina Cuixtla, 5.23 , 78.00 
Oaxaca,Santa Catarina Ixtepeji, 11.68 , 313.00 
Oaxaca,Santa Catarina Juquila, 22.25 ," 3,321.00 "
Oaxaca,Santa Catarina Lachatao, 5.34 , 57.00 
Oaxaca,Santa Catarina Loxicha, 32.74 ," 1,204.00 "
Oaxaca,Santa Catarina Mechoacán, 51.28 ," 2,351.00 "
Oaxaca,Santa Catarina Minas, 12.90 , 267.00 
Oaxaca,Santa Catarina Quiané, 22.32 , 490.00 
Oaxaca,Santa Catarina Tayata, 22.66 , 150.00 
Oaxaca,Santa Catarina Ticuá, 25.97 , 256.00 
Oaxaca,Santa Catarina Yosonotú, 10.39 , 137.00 
Oaxaca,Santa Catarina Zapoquila, 42.14 , 170.00 
Oaxaca,Santa Cruz Acatepec, 31.91 , 525.00 
Oaxaca,Santa Cruz Amilpas, 9.47 ," 1,086.00 "
Oaxaca,Santa Cruz de Bravo, 8.68 , 32.00 
Oaxaca,Santa Cruz Itundujia, 38.40 ," 4,172.00 "
Oaxaca,Santa Cruz Mixtepec, 35.58 ," 1,324.00 "
Oaxaca,Santa Cruz Nundaco, 39.04 ," 1,152.00 "
Oaxaca,Santa Cruz Papalutla, 14.70 , 330.00 
Oaxaca,Santa Cruz Tacache de Mina, 33.11 , 974.00 
Oaxaca,Santa Cruz Tacahua, 29.90 , 354.00 
Oaxaca,Santa Cruz Tayata, 34.04 , 203.00 
Oaxaca,Santa Cruz Xitla, 39.92 ," 1,915.00 "
Oaxaca,Santa Cruz Xoxocotlán, 14.91 ," 15,336.00 "
Oaxaca,Santa Cruz Zenzontepec, 32.02 ," 6,112.00 "
Oaxaca,Santa Gertrudis, 19.85 , 574.00 
Oaxaca,Santa Inés del Monte, 23.59 , 663.00 
Oaxaca,Santa Inés Yatzeche, 3.56 , 32.00 
Oaxaca,Santa Lucía del Camino, 13.54 ," 6,854.00 "
Oaxaca,Santa Lucía Miahuatlán, 64.34 ," 2,173.00 "
Oaxaca,Santa Lucía Monteverde, 44.41 ," 2,988.00 "
Oaxaca,Santa Lucía Ocotlán, 20.90 , 873.00 
Oaxaca,Santa María Alotepec, 8.05 , 225.00 
Oaxaca,Santa María Apazco, 17.90 , 292.00 
Oaxaca,Santa María la Asunción, 59.36 ," 1,936.00 "
Oaxaca,Heroica Ciudad de Tlaxiaco, 20.31 ," 9,047.00 "
Oaxaca,Ayoquezco de Aldama, 18.49 , 902.00 
Oaxaca,Santa María Atzompa, 15.76 ," 7,241.00 "
Oaxaca,Santa María Camotlán, 29.37 , 503.00 
Oaxaca,Santa María Colotepec, 37.75 ," 12,094.00 "
Oaxaca,Santa María Cortijo, 53.00 , 565.00 
Oaxaca,Santa María Coyotepec, 13.87 , 521.00 
Oaxaca,Santa María Chachoápam, 13.02 , 99.00 
Oaxaca,Villa de Chilapa de Díaz, 17.44 , 317.00 
Oaxaca,Santa María Chilchotla, 40.73 ," 8,747.00 "
Oaxaca,Santa María Chimalapa, 33.60 ," 3,219.00 "
Oaxaca,Santa María del Rosario, 20.65 , 103.00 
Oaxaca,Santa María del Tule, 6.35 , 568.00 
Oaxaca,Santa María Ecatepec, 19.78 , 676.00 
Oaxaca,Santa María Guelacé, 17.88 , 162.00 
Oaxaca,Santa María Guienagati, 49.45 ," 1,572.00 "
Oaxaca,Santa María Huatulco, 16.63 ," 8,134.00 "
Oaxaca,Santa María Huazolotitlán, 41.91 ," 5,029.00 "
Oaxaca,Santa María Ipalapa, 40.75 ," 1,989.00 "
Oaxaca,Santa María Ixcatlán, 34.95 , 161.00 
Oaxaca,Santa María Jacatepec, 62.41 ," 6,045.00 "
Oaxaca,Santa María Jalapa del Marqués, 29.81 ," 3,289.00 "
Oaxaca,Santa María Jaltianguis, 9.66 , 57.00 
Oaxaca,Santa María Lachixío, 10.52 , 177.00 
Oaxaca,Santa María Mixtequilla, 24.40 ," 1,145.00 "
Oaxaca,Santa María Nativitas, 23.90 , 144.00 
Oaxaca,Santa María Nduayaco, 17.38 , 79.00 
Oaxaca,Santa María Ozolotepec, 37.67 ," 1,429.00 "
Oaxaca,Santa María Pápalo, 39.32 , 810.00 
Oaxaca,Santa María Peñoles, 21.57 ," 1,935.00 "
Oaxaca,Santa María Petapa, 30.59 ," 5,413.00 "
Oaxaca,Santa María Quiegolani, 41.98 , 934.00 
Oaxaca,Santa María Sola, 24.51 , 372.00 
Oaxaca,Santa María Tataltepec, 30.06 , 95.00 
Oaxaca,Santa María Tecomavaca, 19.90 , 364.00 
Oaxaca,Santa María Temaxcalapa, 30.67 , 277.00 
Oaxaca,Santa María Temaxcaltepec, 21.85 , 589.00 
Oaxaca,Santa María Teopoxco, 27.51 ," 1,097.00 "
Oaxaca,Santa María Tepantlali, 9.03 , 323.00 
Oaxaca,Santa María Texcatitlán, 58.42 , 523.00 
Oaxaca,Santa María Tlahuitoltepec, 20.30 ," 1,961.00 "
Oaxaca,Santa María Tlalixtac, 49.09 , 903.00 
Oaxaca,Santa María Tonameca, 36.50 ," 8,689.00 "
Oaxaca,Santa María Totolapilla, 34.77 , 282.00 
Oaxaca,Santa María Xadani, 34.37 ," 3,175.00 "
Oaxaca,Santa María Yalina, -   , -   
Oaxaca,Santa María Yavesía, 12.15 , 53.00 
Oaxaca,Santa María Yolotepec, 30.06 , 145.00 
Oaxaca,Santa María Yosoyúa, 7.88 , 134.00 
Oaxaca,Santa María Yucuhiti, 50.34 ," 3,026.00 "
Oaxaca,Santa María Zacatepec, 35.83 ," 6,238.00 "
Oaxaca,Santa María Zaniza, 45.06 ," 1,113.00 "
Oaxaca,Santa María Zoquitlán, 6.99 , 230.00 
Oaxaca,Santiago Amoltepec, 48.84 ," 6,770.00 "
Oaxaca,Santiago Apoala, 25.47 , 260.00 
Oaxaca,Santiago Apóstol, 25.31 ," 1,119.00 "
Oaxaca,Santiago Astata, 39.87 ," 1,563.00 "
Oaxaca,Santiago Atitlán, 28.51 ," 1,014.00 "
Oaxaca,Santiago Ayuquililla, 36.89 ," 1,072.00 "
Oaxaca,Santiago Cacaloxtepec, 22.38 , 373.00 
Oaxaca,Santiago Camotlán, 27.93 , 935.00 
Oaxaca,Santiago Comaltepec, 11.33 , 131.00 
Oaxaca,Santiago Chazumba, 17.09 , 834.00 
Oaxaca,Santiago Choápam, 47.17 ," 2,474.00 "
Oaxaca,Santiago del Río, 25.83 , 136.00 
Oaxaca,Santiago Huajolotitlán, 21.39 , 984.00 
Oaxaca,Santiago Huauclilla, 4.90 , 26.00 
Oaxaca,Santiago Ihuitlán Plumas, 39.08 , 133.00 
Oaxaca,Santiago Ixcuintepec, 13.97 , 229.00 
Oaxaca,Santiago Ixtayutla, 48.91 ," 6,792.00 "
Oaxaca,Santiago Jamiltepec, 40.63 ," 8,700.00 "
Oaxaca,Santiago Jocotepec, 71.58 ," 10,956.00 "
Oaxaca,Santiago Juxtlahuaca, 34.93 ," 12,126.00 "
Oaxaca,Santiago Lachiguiri, 23.54 ," 1,035.00 "
Oaxaca,Santiago Lalopa, 13.18 , 57.00 
Oaxaca,Santiago Laollaga, 16.56 , 557.00 
Oaxaca,Santiago Laxopa, 2.57 , 33.00 
Oaxaca,Santiago Llano Grande, 51.05 ," 1,757.00 "
Oaxaca,Santiago Matatlán, 10.69 ," 1,214.00 "
Oaxaca,Santiago Miltepec, 14.46 , 61.00 
Oaxaca,Santiago Minas, 12.08 , 160.00 
Oaxaca,Santiago Nacaltepec, 23.58 , 377.00 
Oaxaca,Santiago Nejapilla, 25.00 , 44.00 
Oaxaca,Santiago Nundiche, 68.78 , 930.00 
Oaxaca,Santiago Nuyoó, 30.62 , 581.00 
Oaxaca,Santiago Pinotepa Nacional, 40.06 ," 22,855.00 "
Oaxaca,Santiago Suchilquitongo, 19.56 ," 2,248.00 "
Oaxaca,Santiago Tamazola, 29.62 ," 1,321.00 "
Oaxaca,Santiago Tapextla, 53.44 ," 1,675.00 "
Oaxaca,Villa Tejúpam de la Unión, 22.38 , 542.00 
Oaxaca,Santiago Tenango, 18.96 , 373.00 
Oaxaca,Santiago Tepetlapa, -   , -   
Oaxaca,Santiago Tetepec, 25.18 ," 1,237.00 "
Oaxaca,Santiago Texcalcingo, 30.15 , 897.00 
Oaxaca,Santiago Textitlán, 46.79 ," 2,308.00 "
Oaxaca,Santiago Tilantongo, 25.10 , 694.00 
Oaxaca,Santiago Tillo, 26.43 , 144.00 
Oaxaca,Santiago Tlazoyaltepec, 20.99 ," 1,323.00 "
Oaxaca,Santiago Xanica, 41.49 ," 1,257.00 "
Oaxaca,Santiago Xiacuí, 12.34 , 234.00 
Oaxaca,Santiago Yaitepec, 32.38 ," 1,371.00 "
Oaxaca,Santiago Yaveo, 44.80 ," 3,404.00 "
Oaxaca,Santiago Yolomécatl, 19.93 , 383.00 
Oaxaca,Santiago Yosondúa, 19.96 ," 1,596.00 "
Oaxaca,Santiago Yucuyachi, 25.43 , 254.00 
Oaxaca,Santiago Zacatepec, 51.27 ," 2,610.00 "
Oaxaca,Santiago Zoochila, 16.11 , 68.00 
Oaxaca,Nuevo Zoquiápam, 16.66 , 265.00 
Oaxaca,Santo Domingo Ingenio, 31.19 ," 2,397.00 "
Oaxaca,Santo Domingo Albarradas, 13.41 , 107.00 
Oaxaca,Santo Domingo Armenta, 48.61 ," 1,534.00 "
Oaxaca,Santo Domingo Chihuitán, 16.80 , 272.00 
Oaxaca,Santo Domingo de Morelos, 59.73 ," 6,803.00 "
Oaxaca,Santo Domingo Ixcatlán, 8.92 , 68.00 
Oaxaca,Santo Domingo Nuxaá, 38.09 ," 1,271.00 "
Oaxaca,Santo Domingo Ozolotepec, 39.07 , 431.00 
Oaxaca,Santo Domingo Petapa, 34.59 ," 3,123.00 "
Oaxaca,Santo Domingo Roayaga, 53.38 , 502.00 
Oaxaca,Santo Domingo Tehuantepec, 34.03 ," 21,855.00 "
Oaxaca,Santo Domingo Teojomulco, 10.87 , 572.00 
Oaxaca,Santo Domingo Tepuxtepec, 12.90 , 778.00 
Oaxaca,Santo Domingo Tlatayápam, 41.07 , 46.00 
Oaxaca,Santo Domingo Tomaltepec, 12.88 , 437.00 
Oaxaca,Santo Domingo Tonalá, 19.83 ," 1,467.00 "
Oaxaca,Santo Domingo Tonaltepec, 24.80 , 62.00 
Oaxaca,Santo Domingo Xagacía, 22.70 , 274.00 
Oaxaca,Santo Domingo Yanhuitlán, 32.77 , 536.00 
Oaxaca,Santo Domingo Yodohino, 14.74 , 48.00 
Oaxaca,Santo Domingo Zanatepec, 30.04 ," 3,234.00 "
Oaxaca,Santos Reyes Nopala, 22.03 ," 3,250.00 "
Oaxaca,Santos Reyes Pápalo, 34.69 , 864.00 
Oaxaca,Santos Reyes Tepejillo, 44.03 , 398.00 
Oaxaca,Santos Reyes Yucuná, 27.40 , 404.00 
Oaxaca,Santo Tomás Jalieza, 25.35 , 995.00 
Oaxaca,Santo Tomás Mazaltepec, 20.64 , 539.00 
Oaxaca,Santo Tomás Ocotepec, 4.34 , 176.00 
Oaxaca,Santo Tomás Tamazulapan, 19.08 , 520.00 
Oaxaca,San Vicente Coatlán, 14.61 , 513.00 
Oaxaca,San Vicente Lachixío, 35.30 ," 1,139.00 "
Oaxaca,San Vicente Nuñú, 12.64 , 57.00 
Oaxaca,Silacayoápam, 26.79 ," 1,798.00 "
Oaxaca,Sitio de Xitlapehua, 21.89 , 156.00 
Oaxaca,Soledad Etla, 15.60 , 990.00 
Oaxaca,Villa de Tamazulápam del Progreso, 18.57 ," 1,547.00 "
Oaxaca,Tanetze de Zaragoza, 14.41 , 225.00 
Oaxaca,Taniche, 19.71 , 175.00 
Oaxaca,Tataltepec de Valdés, 50.34 ," 3,217.00 "
Oaxaca,Teococuilco de Marcos Pérez, 16.85 , 174.00 
Oaxaca,Teotitlán de Flores Magón, 23.56 ," 2,038.00 "
Oaxaca,Teotitlán del Valle, 15.89 ," 1,016.00 "
Oaxaca,Teotongo, 29.90 , 300.00 
Oaxaca,Tepelmeme Villa de Morelos, 22.47 , 441.00 
Oaxaca,Tezoatlán de Segura y Luna, 46.45 ," 5,199.00 "
Oaxaca,San Jerónimo Tlacochahuaya, 13.58 , 783.00 
Oaxaca,Tlacolula de Matamoros, 22.91 ," 6,590.00 "
Oaxaca,Tlacotepec Plumas, 45.78 , 188.00 
Oaxaca,Tlalixtac de Cabrera, 8.02 ," 1,076.00 "
Oaxaca,Totontepec Villa de Morelos, 11.58 , 684.00 
Oaxaca,Trinidad Zaachila, 13.26 , 454.00 
Oaxaca,La Trinidad Vista Hermosa, 21.67 , 66.00 
Oaxaca,Unión Hidalgo, 47.67 ," 7,114.00 "
Oaxaca,Valerio Trujano, 24.85 , 342.00 
Oaxaca,San Juan Bautista Valle Nacional, 38.43 ," 7,937.00 "
Oaxaca,Villa Díaz Ordaz, 11.57 , 748.00 
Oaxaca,Yaxe, 15.33 , 453.00 
Oaxaca,Magdalena Yodocono de Porfirio Díaz, 22.45 , 378.00 
Oaxaca,Yogana, 8.62 , 107.00 
Oaxaca,Yutanduchi de Guerrero, 50.04 , 599.00 
Oaxaca,Villa de Zaachila, 18.27 ," 8,867.00 "
Oaxaca,San Mateo Yucutindó, 17.19 , 540.00 
Oaxaca,Zapotitlán Lagunas, 44.92 ," 1,520.00 "
Oaxaca,Zapotitlán Palmas, 44.01 , 746.00 
Oaxaca,Santa Inés de Zaragoza, 10.69 , 156.00 
Oaxaca,Zimatlán de Álvarez, 20.05 ," 4,183.00 "
Puebla,Acajete, 43.65 ," 30,828.00 "
Puebla,Acateno, 12.63 ," 1,143.00 "
Puebla,Acatlán, 31.15 ," 12,333.00 "
Puebla,Acatzingo, 30.35 ," 18,246.00 "
Puebla,Acteopan, 38.87 ," 1,178.00 "
Puebla,Ahuacatlán, 17.87 ," 2,260.00 "
Puebla,Ahuatlán, 38.38 ," 1,198.00 "
Puebla,Ahuazotepec, 33.46 ," 4,120.00 "
Puebla,Ahuehuetitla, 21.20 , 462.00 
Puebla,Ajalpan, 28.41 ," 20,031.00 "
Puebla,Albino Zertuche, 20.26 , 377.00 
Puebla,Aljojuca, 17.24 ," 1,121.00 "
Puebla,Altepexi, 43.83 ," 10,228.00 "
Puebla,Amixtlán, 27.04 ," 1,284.00 "
Puebla,Amozoc, 29.03 ," 37,098.00 "
Puebla,Aquixtla, 23.51 ," 2,094.00 "
Puebla,Atempan, 32.01 ," 8,760.00 "
Puebla,Atexcal, 27.77 ," 1,058.00 "
Puebla,Atlixco, 29.71 ," 43,459.00 "
Puebla,Atoyatempan, 17.64 ," 1,341.00 "
Puebla,Atzala, 15.73 , 235.00 
Puebla,Atzitzihuacán, 20.00 ," 2,399.00 "
Puebla,Atzitzintla, 28.25 ," 2,523.00 "
Puebla,Axutla, 7.84 , 76.00 
Puebla,Ayotoxco de Guerrero, 17.07 ," 1,383.00 "
Puebla,Calpan, 41.82 ," 6,488.00 "
Puebla,Caltepec, 24.52 , 999.00 
Puebla,Camocuautla, 52.62 ," 1,432.00 "
Puebla,Caxhuacan, 42.29 ," 1,591.00 "
Puebla,Coatepec, 75.66 , 577.00 
Puebla,Coatzingo, 16.25 , 452.00 
Puebla,Cohetzala, 11.21 , 153.00 
Puebla,Cohuecan, 28.43 ," 1,516.00 "
Puebla,Coronango, 24.77 ," 11,865.00 "
Puebla,Coxcatlán, 38.57 ," 7,556.00 "
Puebla,Coyomeapan, 25.12 ," 3,670.00 "
Puebla,Coyotepec, 17.29 , 398.00 
Puebla,Cuapiaxtla de Madero, 20.54 ," 2,117.00 "
Puebla,Cuautempan, 24.60 ," 2,388.00 "
Puebla,Cuautinchán, 34.07 ," 4,549.00 "
Puebla,Cuautlancingo, 18.16 ," 24,257.00 "
Puebla,Cuayuca de Andrade, 20.36 , 666.00 
Puebla,Cuetzalan del Progreso, 43.62 ," 26,047.00 "
Puebla,Cuyoaco, 40.31 ," 6,946.00 "
Puebla,Chalchicomula de Sesma, 23.88 ," 10,001.00 "
Puebla,Chapulco, 23.61 ," 1,909.00 "
Puebla,Chiautla, 19.00 ," 4,088.00 "
Puebla,Chiautzingo, 25.23 ," 5,380.00 "
Puebla,Chiconcuautla, 41.37 ," 6,214.00 "
Puebla,Chichiquila, 43.21 ," 11,328.00 "
Puebla,Chietla, 31.92 ," 11,706.00 "
Puebla,Chigmecatitlán, 20.84 , 250.00 
Puebla,Chignahuapan, 21.92 ," 15,454.00 "
Puebla,Chignautla, 28.30 ," 9,601.00 "
Puebla,Chila, 24.32 ," 1,220.00 "
Puebla,Chila de la Sal, 3.52 , 46.00 
Puebla,Honey, 26.41 ," 1,743.00 "
Puebla,Chilchotla, 39.56 ," 7,158.00 "
Puebla,Chinantla, 21.30 , 598.00 
Puebla,Domingo Arenas, 22.05 ," 1,737.00 "
Puebla,Eloxochitlán, 40.31 ," 5,753.00 "
Puebla,Epatlán, 20.98 ," 1,023.00 "
Puebla,Esperanza, 20.13 ," 2,515.00 "
Puebla,Francisco Z. Mena, 42.53 ," 9,743.00 "
Puebla,General Felipe Ángeles, 22.28 ," 4,565.00 "
Puebla,Guadalupe, 35.07 ," 2,233.00 "
Puebla,Guadalupe Victoria, 34.58 ," 5,793.00 "
Puebla,Hermenegildo Galeana, 39.01 ," 2,699.00 "
Puebla,Huaquechula, 28.23 ," 8,067.00 "
Puebla,Huatlatlauca, 14.78 , 891.00 
Puebla,Huauchinango, 28.02 ," 27,021.00 "
Puebla,Huehuetla, 47.71 ," 8,044.00 "
Puebla,Huehuetlán el Chico, 13.91 ," 1,340.00 "
Puebla,Huejotzingo, 33.25 ," 33,870.00 "
Puebla,Hueyapan, 16.00 ," 1,816.00 "
Puebla,Hueytamalco, 16.50 ," 4,594.00 "
Puebla,Hueytlalpan, 29.24 ," 1,717.00 "
Puebla,Huitzilan de Serdán, 55.81 ," 8,882.00 "
Puebla,Huitziltepec, 28.42 ," 1,622.00 "
Puebla,Atlequizayan, 22.80 , 593.00 
Puebla,Ixcamilpa de Guerrero, 22.68 , 910.00 
Puebla,Ixcaquixtla, 15.07 ," 1,309.00 "
Puebla,Ixtacamaxtitlán, 36.73 ," 9,694.00 "
Puebla,Ixtepec, 33.05 ," 2,267.00 "
Puebla,Izúcar de Matamoros, 31.63 ," 25,757.00 "
Puebla,Jalpan, 39.84 ," 6,013.00 "
Puebla,Jolalpan, 27.34 ," 3,367.00 "
Puebla,Jonotla, 34.51 ," 1,518.00 "
Puebla,Jopala, 30.78 ," 3,750.00 "
Puebla,Juan C. Bonilla, 22.59 ," 5,252.00 "
Puebla,Juan Galindo, 22.62 ," 2,194.00 "
Puebla,Juan N. Méndez, 26.07 ," 1,362.00 "
Puebla,Lafragua, 25.97 ," 1,961.00 "
Puebla,Libres, 33.25 ," 11,841.00 "
Puebla,La Magdalena Tlatlauquitepec, 49.59 , 318.00 
Puebla,Mazapiltepec de Juárez, 29.03 , 910.00 
Puebla,Mixtla, 22.12 , 582.00 
Puebla,Molcaxac, 23.38 ," 1,539.00 "
Puebla,Cañada Morelos, 34.40 ," 6,612.00 "
Puebla,Naupan, 31.47 ," 2,891.00 "
Puebla,Nauzontla, 16.71 , 547.00 
Puebla,Nealtican, 21.96 ," 2,863.00 "
Puebla,Nicolás Bravo, 16.80 ," 1,102.00 "
Puebla,Nopalucan, 32.82 ," 9,478.00 "
Puebla,Ocotepec, 18.86 , 945.00 
Puebla,Ocoyucan, 25.25 ," 10,965.00 "
Puebla,Olintla, 31.35 ," 3,711.00 "
Puebla,Oriental, 31.30 ," 5,501.00 "
Puebla,Pahuatlán, 45.28 ," 9,463.00 "
Puebla,Palmar de Bravo, 46.14 ," 22,115.00 "
Puebla,Pantepec, 28.59 ," 5,630.00 "
Puebla,Petlalcingo, 18.52 ," 1,709.00 "
Puebla,Piaxtla, 20.96 , 957.00 
Puebla,Puebla, 20.17 ," 331,491.00 "
Puebla,Quecholac, 37.55 ," 18,128.00 "
Puebla,Quimixtlán, 37.42 ," 8,035.00 "
Puebla,Rafael Lara Grajales, 31.41 ," 4,636.00 "
Puebla,Los Reyes de Juárez, 24.06 ," 6,494.00 "
Puebla,San Andrés Cholula, 24.78 ," 39,300.00 "
Puebla,San Antonio Cañada, 28.54 ," 1,672.00 "
Puebla,San Diego la Mesa Tochimiltzingo, 27.11 , 340.00 
Puebla,San Felipe Teotlalcingo, 19.74 ," 1,919.00 "
Puebla,San Felipe Tepatlán, 26.66 , 998.00 
Puebla,San Gabriel Chilac, 49.93 ," 8,071.00 "
Puebla,San Gregorio Atzompa, 11.71 ," 1,118.00 "
Puebla,San Jerónimo Tecuanipan, 19.46 ," 1,267.00 "
Puebla,San Jerónimo Xayacatlán, 23.73 , 845.00 
Puebla,San José Chiapa, 24.37 ," 2,364.00 "
Puebla,San José Miahuatlán, 43.86 ," 6,774.00 "
Puebla,San Juan Atenco, 16.40 , 583.00 
Puebla,San Juan Atzompa, 11.30 , 109.00 
Puebla,San Martín Texmelucan, 28.90 ," 45,115.00 "
Puebla,San Martín Totoltepec, 9.90 , 68.00 
Puebla,San Matías Tlalancaleca, 36.91 ," 8,040.00 "
Puebla,San Miguel Ixitlán, 29.40 , 153.00 
Puebla,San Miguel Xoxtla, 21.89 ," 2,569.00 "
Puebla,San Nicolás Buenos Aires, 37.32 ," 3,415.00 "
Puebla,San Nicolás de los Ranchos, 30.87 ," 3,483.00 "
Puebla,San Pablo Anicano, 30.74 ," 1,141.00 "
Puebla,San Pedro Cholula, 23.83 ," 32,779.00 "
Puebla,San Pedro Yeloixtlahuaca, 23.02 , 792.00 
Puebla,San Salvador el Seco, 31.68 ," 9,406.00 "
Puebla,San Salvador el Verde, 25.56 ," 8,687.00 "
Puebla,San Salvador Huixcolotla, 21.65 ," 3,906.00 "
Puebla,San Sebastián Tlacotepec, 42.07 ," 5,477.00 "
Puebla,Santa Catarina Tlaltempan, 40.99 , 303.00 
Puebla,Santa Inés Ahuatempan, 18.34 ," 1,148.00 "
Puebla,Santa Isabel Cholula, 33.01 ," 3,979.00 "
Puebla,Santiago Miahuatlán, 38.68 ," 11,526.00 "
Puebla,Huehuetlán el Grande, 7.60 , 458.00 
Puebla,Santo Tomás Hueyotlipan, 11.95 ," 1,098.00 "
Puebla,Soltepec, 20.58 ," 2,401.00 "
Puebla,Tecali de Herrera, 31.90 ," 8,028.00 "
Puebla,Tecamachalco, 26.73 ," 22,106.00 "
Puebla,Tecomatlán, 33.87 ," 2,283.00 "
Puebla,Tehuacán, 29.77 ," 97,968.00 "
Puebla,Tehuitzingo, 25.18 ," 3,427.00 "
Puebla,Tenampulco, 28.21 ," 1,877.00 "
Puebla,Teopantlán, 31.11 ," 1,178.00 "
Puebla,Teotlalco, 14.98 , 546.00 
Puebla,Tepanco de López, 31.20 ," 7,314.00 "
Puebla,Tepango de Rodríguez, 33.00 ," 1,353.00 "
Puebla,Tepatlaxco de Hidalgo, 47.24 ," 8,557.00 "
Puebla,Tepeaca, 35.77 ," 31,648.00 "
Puebla,Tepemaxalco, 3.15 , 38.00 
Puebla,Tepeojuma, 21.05 ," 1,852.00 "
Puebla,Tepetzintla, 21.31 ," 2,182.00 "
Puebla,Tepexco, 13.67 ," 1,015.00 "
Puebla,Tepexi de Rodríguez, 36.32 ," 9,699.00 "
Puebla,Tepeyahualco, 37.85 ," 6,850.00 "
Puebla,Tepeyahualco de Cuauhtémoc, 13.32 , 506.00 
Puebla,Tetela de Ocampo, 39.81 ," 11,690.00 "
Puebla,Teteles de Avila Castillo, 16.05 ," 1,054.00 "
Puebla,Teziutlán, 20.96 ," 21,236.00 "
Puebla,Tianguismanalco, 33.82 ," 5,069.00 "
Puebla,Tilapa, 17.37 ," 1,657.00 "
Puebla,Tlacotepec de Benito Juárez, 29.83 ," 15,680.00 "
Puebla,Tlacuilotepec, 57.89 ," 12,402.00 "
Puebla,Tlachichuca, 40.19 ," 11,285.00 "
Puebla,Tlahuapan, 26.86 ," 10,009.00 "
Puebla,Tlaltenango, 18.40 ," 1,348.00 "
Puebla,Tlanepantla, 20.90 ," 1,112.00 "
Puebla,Tlaola, 34.05 ," 6,058.00 "
Puebla,Tlapacoya, 13.74 , 871.00 
Puebla,Tlapanalá, 31.57 ," 3,332.00 "
Puebla,Tlatlauquitepec, 19.29 ," 9,841.00 "
Puebla,Tlaxco, 19.38 , 944.00 
Puebla,Tochimilco, 34.73 ," 7,089.00 "
Puebla,Tochtepec, 33.59 ," 7,454.00 "
Puebla,Totoltepec de Guerrero, 44.56 , 522.00 
Puebla,Tulcingo, 16.65 ," 1,622.00 "
Puebla,Tuzamapan de Galeana, 29.78 ," 1,742.00 "
Puebla,Tzicatlacoyan, 22.57 ," 1,442.00 "
Puebla,Venustiano Carranza, 33.39 ," 11,274.00 "
Puebla,Vicente Guerrero, 31.52 ," 8,262.00 "
Puebla,Xayacatlán de Bravo, 11.10 , 172.00 
Puebla,Xicotepec, 34.90 ," 29,400.00 "
Puebla,Xicotlán, 12.43 , 161.00 
Puebla,Xiutetelco, 37.13 ," 15,188.00 "
Puebla,Xochiapulco, 21.43 , 728.00 
Puebla,Xochiltepec, 22.26 , 741.00 
Puebla,Xochitlán de Vicente Suárez, 37.71 ," 4,943.00 "
Puebla,Xochitlán Todos Santos, 18.58 ," 1,316.00 "
Puebla,Yaonáhuac, 25.07 ," 1,961.00 "
Puebla,Yehualtepec, 24.30 ," 6,103.00 "
Puebla,Zacapala, 20.97 , 962.00 
Puebla,Zacapoaxtla, 36.33 ," 21,350.00 "
Puebla,Zacatlán, 24.44 ," 18,914.00 "
Puebla,Zapotitlán, 20.93 ," 1,776.00 "
Puebla,Zapotitlán de Méndez, 32.02 ," 1,793.00 "
Puebla,Zaragoza, 23.22 ," 3,819.00 "
Puebla,Zautla, 50.09 ," 11,387.00 "
Puebla,Zihuateutla, 47.17 ," 6,679.00 "
Puebla,Zinacatepec, 33.52 ," 5,847.00 "
Puebla,Zongozotla, 14.11 , 632.00 
Puebla,Zoquiapan, 35.92 , 869.00 
Puebla,Zoquitlán, 24.77 ," 4,970.00 "
Querétaro,Amealco de Bonfil, 37.71 ," 26,037.00 "
Querétaro,Pinal de Amoles, 13.76 ," 3,135.00 "
Querétaro,Arroyo Seco, 13.13 ," 1,595.00 "
Querétaro,Cadereyta de Montes, 26.50 ," 18,445.00 "
Querétaro,Colón, 24.04 ," 15,467.00 "
Querétaro,Corregidora, 13.26 ," 25,356.00 "
Querétaro,Ezequiel Montes, 25.00 ," 10,528.00 "
Querétaro,Huimilpan, 19.80 ," 7,038.00 "
Querétaro,Jalpan de Serra, 21.73 ," 5,670.00 "
Querétaro,Landa de Matamoros, 19.89 ," 3,693.00 "
Querétaro,El Marqués, 14.20 ," 29,554.00 "
Querétaro,Pedro Escobedo, 23.11 ," 16,703.00 "
Querétaro,Peñamiller, 19.28 ," 3,515.00 "
Querétaro,Querétaro, 13.73 ," 127,784.00 "
Querétaro,San Joaquín, 13.92 ," 1,059.00 "
Querétaro,San Juan del Río, 19.11 ," 52,718.00 "
Querétaro,Tequisquiapan, 14.45 ," 9,337.00 "
Querétaro,Tolimán, 29.76 ," 8,097.00 "
Quintana Roo,Cozumel, 14.02 ," 10,269.00 "
Quintana Roo,Felipe Carrillo Puerto, 32.35 ," 34,621.00 "
Quintana Roo,Isla Mujeres, 18.42 ," 3,335.00 "
Quintana Roo,Othón P. Blanco, 32.08 ," 77,077.00 "
Quintana Roo,Benito Juárez, 26.80 ," 228,537.00 "
Quintana Roo,José María Morelos, 29.31 ," 15,758.00 "
