Entidad,Municipio, Porcentaje2020 , Personas2020 
Morelos,Tlayacapan, 33.12 ," 6,921.00 "
Morelos,Totolapan, 26.05 ," 3,784.00 "
Morelos,Xochitepec, 22.78 ," 16,810.00 "
Morelos,Yautepec, 21.82 ," 24,684.00 "
Morelos,Yecapixtla, 23.54 ," 13,988.00 "
Morelos,Zacatepec, 17.49 ," 6,197.00 "
Morelos,Zacualpan, 7.75 , 798.00 
Morelos,Temoac, 17.18 ," 2,683.00 "
Morelos,Coatetelco, 50.10 ," 6,048.00 "
Morelos,Xoxocotla, 39.28 ," 11,467.00 "
Morelos,Hueyapan, 9.77 , 793.00 
Nayarit,Acaponeta, 32.85 ," 11,566.00 "
Nayarit,Ahuacatlán, 14.77 ," 2,612.00 "
Nayarit,Amatlán de Cañas, 14.17 ," 1,684.00 "
Nayarit,Compostela, 11.48 ," 8,950.00 "
Nayarit,Huajicori, 24.47 ," 3,247.00 "
Nayarit,Ixtlán del Río, 16.70 ," 5,275.00 "
Nayarit,Jala, 18.60 ," 2,888.00 "
Nayarit,Xalisco, 16.62 ," 12,418.00 "
Nayarit,Del Nayar, 32.48 ," 16,756.00 "
Nayarit,Rosamorada, 25.94 ," 7,744.00 "
Nayarit,Ruíz, 27.09 ," 6,240.00 "
Nayarit,San Blas, 23.34 ," 10,095.00 "
Nayarit,San Pedro Lagunillas, 13.61 ," 1,134.00 "
Nayarit,Santa María del Oro, 16.80 ," 4,598.00 "
Nayarit,Santiago Ixcuintla, 27.45 ," 31,406.00 "
Nayarit,Tecuala, 33.25 ," 13,470.00 "
Nayarit,Tepic, 17.18 ," 83,097.00 "
Nayarit,Tuxpan, 28.20 ," 9,073.00 "
Nayarit,La Yesca, 25.89 ," 3,853.00 "
Nayarit,Bahía de Banderas, 15.12 ," 29,262.00 "
Nuevo León,Abasolo, 20.73 , 582.00 
Nuevo León,Agualeguas, 15.74 , 503.00 
Nuevo León,Los Aldamas, 11.50 , 153.00 
Nuevo León,Allende, 8.88 ," 2,703.00 "
Nuevo León,Anáhuac, 18.76 ," 3,096.00 "
Nuevo León,Apodaca, 11.70 ," 71,994.00 "
Nuevo León,Aramberri, 30.33 ," 4,136.00 "
Nuevo León,Bustamante, 4.31 , 149.00 
Nuevo León,Cadereyta Jiménez, 16.25 ," 19,077.00 "
Nuevo León,Carmen, 17.58 ," 17,206.00 "
Nuevo León,Cerralvo, 12.22 , 847.00 
Nuevo León,Ciénega de Flores, 17.61 ," 11,799.00 "
Nuevo León,China, 6.43 , 603.00 
Nuevo León,Dr. Arroyo, 41.35 ," 15,085.00 "
Nuevo León,Dr. Coss, 10.84 , 139.00 
Nuevo León,Dr. González, 20.87 , 642.00 
Nuevo León,Galeana, 22.18 ," 8,134.00 "
Nuevo León,García, 23.68 ," 91,508.00 "
Nuevo León,San Pedro Garza García, 2.98 ," 3,522.00 "
Nuevo León,Gral. Bravo, 10.27 , 534.00 
Nuevo León,Gral. Escobedo, 15.62 ," 71,355.00 "
Nuevo León,Gral. Terán, 14.38 ," 1,944.00 "
Nuevo León,Gral. Treviño, 7.30 , 125.00 
Nuevo León,Gral. Zaragoza, 31.11 ," 1,845.00 "
Nuevo León,Gral. Zuazua, 15.79 ," 15,244.00 "
Nuevo León,Guadalupe, 10.31 ," 62,431.00 "
Nuevo León,Los Herreras, 15.87 , 293.00 
Nuevo León,Higueras, 21.79 , 285.00 
Nuevo León,Hualahuises, 6.41 , 425.00 
Nuevo León,Iturbide, 27.05 , 842.00 
Nuevo León,Juárez, 19.99 ," 93,097.00 "
Nuevo León,Lampazos de Naranjo, 8.77 , 443.00 
Nuevo León,Linares, 18.92 ," 15,043.00 "
Nuevo León,Marín, 19.81 , 957.00 
Nuevo León,Melchor Ocampo, 6.54 , 92.00 
Nuevo León,Mier y Noriega, 42.46 ," 3,067.00 "
Nuevo León,Mina, 10.84 , 619.00 
Nuevo León,Montemorelos, 12.12 ," 7,424.00 "
Nuevo León,Monterrey, 11.96 ," 128,789.00 "
Nuevo León,Parás, 10.10 , 86.00 
Nuevo León,Pesquería, 22.02 ," 30,853.00 "
Nuevo León,Los Ramones, 18.21 , 926.00 
Nuevo León,Rayones, 20.66 , 464.00 
Nuevo León,Sabinas Hidalgo, 10.86 ," 3,335.00 "
Nuevo León,Salinas Victoria, 18.12 ," 15,200.00 "
Nuevo León,San Nicolás de los Garza, 8.11 ," 30,511.00 "
Nuevo León,Hidalgo, 13.45 ," 1,890.00 "
Nuevo León,Santa Catarina, 8.95 ," 25,610.00 "
Nuevo León,Santiago, 7.58 ," 3,262.00 "
Nuevo León,Vallecillo, 18.98 , 278.00 
Nuevo León,Villaldama, 19.48 , 657.00 
Oaxaca,Abejones, 36.51 , 307.00 
Oaxaca,Acatlán de Pérez Figueroa, 27.94 ," 11,201.00 "
Oaxaca,Asunción Cacalotepec, 7.78 , 198.00 
Oaxaca,Asunción Cuyotepeji, 14.48 , 160.00 
Oaxaca,Asunción Ixtaltepec, 28.65 ," 4,271.00 "
Oaxaca,Asunción Nochixtlán, 16.76 ," 3,303.00 "
Oaxaca,Asunción Ocotlán, 25.59 , 613.00 
Oaxaca,Asunción Tlacolulita, 11.33 , 83.00 
Oaxaca,Ayotzintepec, 60.42 ," 4,145.00 "
Oaxaca,El Barrio de la Soledad, 19.53 ," 2,834.00 "
Oaxaca,Calihualá, 53.60 , 752.00 
Oaxaca,Candelaria Loxicha, 34.89 ," 3,898.00 "
Oaxaca,Ciénega de Zimatlán, 9.05 , 276.00 
Oaxaca,Ciudad Ixtepec, 18.73 ," 4,667.00 "
Oaxaca,Coatecas Altas, 21.96 ," 1,177.00 "
Oaxaca,Coicoyán de las Flores, 49.78 ," 4,762.00 "
Oaxaca,La Compañía, 22.69 , 819.00 
Oaxaca,Concepción Buenavista, 23.90 , 180.00 
Oaxaca,Concepción Pápalo, 26.94 , 742.00 
Oaxaca,Constancia del Rosario, 46.24 ," 2,242.00 "
Oaxaca,Cosolapa, 24.07 ," 3,116.00 "
Oaxaca,Cosoltepec, 36.29 , 291.00 
Oaxaca,Cuilápam de Guerrero, 19.41 ," 5,757.00 "
Oaxaca,Cuyamecalco Villa de Zaragoza, 30.71 ," 1,120.00 "
Oaxaca,Chahuites, 34.36 ," 3,794.00 "
Oaxaca,Chalcatongo de Hidalgo, 29.49 ," 2,665.00 "
Oaxaca,Chiquihuitlán de Benito Juárez, 40.58 , 885.00 
Oaxaca,Heroica Ciudad de Ejutla de Crespo, 23.63 ," 5,491.00 "
Oaxaca,Eloxochitlán de Flores Magón, 16.96 , 715.00 
Oaxaca,El Espinal, 15.40 ," 1,345.00 "
Oaxaca,Tamazulápam del Espíritu Santo, 13.89 , 999.00 
Oaxaca,Fresnillo de Trujano, 28.38 , 306.00 
Oaxaca,Guadalupe Etla, 30.96 , 907.00 
Oaxaca,Guadalupe de Ramírez, 22.83 , 294.00 
Oaxaca,Guelatao de Juárez, 5.62 , 37.00 
Oaxaca,Guevea de Humboldt, 50.12 ," 2,635.00 "
Oaxaca,Mesones Hidalgo, 31.31 ," 1,386.00 "
Oaxaca,Villa Hidalgo, 9.42 , 178.00 
Oaxaca,Heroica Ciudad de Huajuapan de León, 20.86 ," 15,676.00 "
Oaxaca,Huautepec, 68.59 ," 4,382.00 "
Oaxaca,Huautla de Jiménez, 36.47 ," 11,571.00 "
Oaxaca,Ixtlán de Juárez, 6.22 , 522.00 
Oaxaca,Heroica Ciudad de Juchitán de Zaragoza, 33.00 ," 35,639.00 "
Oaxaca,Loma Bonita, 33.24 ," 11,441.00 "
Oaxaca,Magdalena Apasco, 11.48 , 906.00 
Oaxaca,Magdalena Jaltepec, 13.23 , 390.00 
Oaxaca,Santa Magdalena Jicotlán, 15.00 , 12.00 
Oaxaca,Magdalena Mixtepec, 10.50 , 151.00 
Oaxaca,Magdalena Ocotlán, 9.13 , 108.00 
Oaxaca,Magdalena Peñasco, 8.03 , 301.00 
Oaxaca,Magdalena Teitipac, 10.34 , 493.00 
Oaxaca,Magdalena Tequisistlán, 26.56 ," 1,594.00 "
Oaxaca,Magdalena Tlacotepec, 3.76 , 49.00 
Oaxaca,Magdalena Zahuatlán, 25.38 , 103.00 
Oaxaca,Mariscala de Juárez, 20.30 , 759.00 
Oaxaca,Mártires de Tacubaya, 46.55 , 674.00 
Oaxaca,Matías Romero Avendaño, 28.05 ," 10,195.00 "
Oaxaca,Mazatlán Villa de Flores, 43.93 ," 5,592.00 "
Oaxaca,Miahuatlán de Porfirio Díaz, 20.58 ," 11,511.00 "
Oaxaca,Mixistlán de la Reforma, 18.63 , 463.00 
Oaxaca,Monjas, 13.22 , 382.00 
Oaxaca,Natividad, 8.89 , 44.00 
Oaxaca,Nazareno Etla, 15.23 , 654.00 
Oaxaca,Nejapa de Madero, 19.12 ," 1,625.00 "
Oaxaca,Ixpantepec Nieves, 29.50 , 319.00 
Oaxaca,Santiago Niltepec, 36.74 ," 1,964.00 "
Oaxaca,Oaxaca de Juárez, 17.77 ," 48,802.00 "
Oaxaca,Ocotlán de Morelos, 19.96 ," 4,926.00 "
Oaxaca,La Pe, 20.40 , 623.00 
Oaxaca,Pinotepa de Don Luis, 42.60 ," 2,734.00 "
Oaxaca,Pluma Hidalgo, 24.20 , 788.00 
Oaxaca,San José del Progreso, 27.47 ," 2,215.00 "
Oaxaca,Putla Villa de Guerrero, 36.83 ," 12,593.00 "
Oaxaca,Santa Catarina Quioquitani, 13.53 , 62.00 
Oaxaca,Reforma de Pineda, 33.75 , 898.00 
Oaxaca,La Reforma, 41.94 ," 1,432.00 "
Oaxaca,Reyes Etla, 22.36 , 978.00 
Oaxaca,Rojas de Cuauhtémoc, 12.45 , 162.00 
Oaxaca,Salina Cruz, 23.42 ," 19,177.00 "
Oaxaca,San Agustín Amatengo, 18.46 , 294.00 
Oaxaca,San Agustín Atenango, 30.16 , 565.00 
Oaxaca,San Agustín Chayuco, 42.89 ," 1,786.00 "
Oaxaca,San Agustín de las Juntas, 15.03 ," 1,698.00 "
Oaxaca,San Agustín Etla, 10.64 , 444.00 
Oaxaca,San Agustín Loxicha, 41.96 ," 10,996.00 "
Oaxaca,San Agustín Tlacotepec, 24.87 , 257.00 
Oaxaca,San Agustín Yatareni, 9.99 , 552.00 
Oaxaca,San Andrés Cabecera Nueva, 25.62 , 738.00 
Oaxaca,San Andrés Dinicuiti, 20.70 , 478.00 
Oaxaca,San Andrés Huaxpaltepec, 34.65 ," 2,161.00 "
Oaxaca,San Andrés Huayápam, 5.41 , 340.00 
Oaxaca,San Andrés Ixtlahuaca, 13.50 , 240.00 
Oaxaca,San Andrés Lagunas, 14.86 , 77.00 
Oaxaca,San Andrés Nuxiño, 23.88 , 442.00 
Oaxaca,San Andrés Paxtlán, 27.48 ," 1,254.00 "
Oaxaca,San Andrés Sinaxtla, 16.38 , 124.00 
Oaxaca,San Andrés Solaga, 2.24 , 40.00 
Oaxaca,San Andrés Teotilálpam, 45.68 ," 1,934.00 "
Oaxaca,San Andrés Tepetlapa, 33.69 , 128.00 
Oaxaca,San Andrés Yaá, 9.97 , 39.00 
Oaxaca,San Andrés Zabache, 30.93 , 231.00 
Oaxaca,San Andrés Zautla, 20.34 ," 1,084.00 "
Oaxaca,San Antonino Castillo Velasco, 28.94 ," 1,756.00 "
Oaxaca,San Antonino el Alto, 13.84 , 374.00 
Oaxaca,San Antonino Monte Verde, 42.06 ," 3,231.00 "
Oaxaca,San Antonio Acutla, 11.79 , 29.00 
Oaxaca,San Antonio de la Cal, 21.20 ," 5,351.00 "
Oaxaca,San Antonio Huitepec, 27.25 , 800.00 
Oaxaca,San Antonio Nanahuatípam, 21.43 , 264.00 
Oaxaca,San Antonio Sinicahua, 32.45 , 542.00 
Oaxaca,San Antonio Tepetlapa, 35.86 ," 1,748.00 "
Oaxaca,San Baltazar Chichicápam, 21.98 , 567.00 
Oaxaca,San Baltazar Loxicha, 21.25 , 674.00 
Oaxaca,San Baltazar Yatzachi el Bajo, 7.39 , 50.00 
Oaxaca,San Bartolo Coyotepec, 17.08 ," 1,686.00 "
Oaxaca,San Bartolomé Ayautla, 55.54 ," 2,295.00 "
Oaxaca,San Bartolomé Loxicha, 29.14 , 645.00 
Oaxaca,San Bartolomé Quialana, 5.94 , 142.00 
Oaxaca,San Bartolomé Yucuañe, 32.18 , 237.00 
Oaxaca,San Bartolomé Zoogocho, 24.91 , 112.00 
Oaxaca,San Bartolo Soyaltepec, 40.61 , 242.00 
Oaxaca,San Bartolo Yautepec, 15.41 , 101.00 
Oaxaca,San Bernardo Mixtepec, 22.67 , 642.00 
Oaxaca,San Blas Atempa, 45.06 ," 7,386.00 "
Oaxaca,San Carlos Yautepec, 29.66 ," 3,211.00 "
Oaxaca,San Cristóbal Amatlán, 36.91 ," 1,993.00 "
Oaxaca,San Cristóbal Amoltepec, 18.27 , 229.00 
Oaxaca,San Cristóbal Lachirioag, 6.40 , 86.00 
Oaxaca,San Cristóbal Suchixtlahuaca, 10.92 , 39.00 
Oaxaca,San Dionisio del Mar, 37.93 ," 1,966.00 "
Oaxaca,San Dionisio Ocotepec, 13.24 ," 1,657.00 "
Oaxaca,San Dionisio Ocotlán, 10.77 , 149.00 
Oaxaca,San Esteban Atatlahuca, 26.28 ," 1,034.00 "
Oaxaca,San Felipe Jalapa de Díaz, 66.90 ," 22,672.00 "
Oaxaca,San Felipe Tejalápam, 19.90 ," 1,639.00 "
Oaxaca,San Felipe Usila, 40.03 ," 6,082.00 "
Oaxaca,San Francisco Cahuacuá, 42.46 ," 1,466.00 "
Oaxaca,San Francisco Cajonos, 17.05 , 77.00 
Oaxaca,San Francisco Chapulapa, 50.72 ," 1,114.00 "
Oaxaca,San Francisco Chindúa, 25.94 , 211.00 
Oaxaca,San Francisco del Mar, 58.09 ," 5,062.00 "
Oaxaca,San Francisco Huehuetlán, 18.59 , 157.00 
Oaxaca,San Francisco Ixhuatán, 45.54 ," 4,311.00 "
Oaxaca,San Francisco Jaltepetongo, 32.55 , 350.00 
Oaxaca,San Francisco Lachigoló, 13.99 , 730.00 
Oaxaca,San Francisco Logueche, 16.84 , 472.00 
Oaxaca,San Francisco Nuxaño, 13.76 , 52.00 
Oaxaca,San Francisco Ozolotepec, 21.28 , 465.00 
Oaxaca,San Francisco Sola, 21.48 , 434.00 
Oaxaca,San Francisco Telixtlahuaca, 16.88 ," 1,978.00 "
Oaxaca,San Francisco Teopan, 74.75 , 233.00 
Oaxaca,San Francisco Tlapancingo, 58.73 ," 1,452.00 "
Oaxaca,San Gabriel Mixtepec, 14.15 , 695.00 
Oaxaca,San Ildefonso Amatlán, 25.41 , 592.00 
Oaxaca,San Ildefonso Sola, 28.44 , 301.00 
Oaxaca,San Ildefonso Villa Alta, 18.68 , 687.00 
Oaxaca,San Jacinto Amilpas, 15.12 ," 2,726.00 "
Oaxaca,San Jacinto Tlacotepec, 25.42 , 568.00 
Oaxaca,San Jerónimo Coatlán, 24.94 ," 1,381.00 "
Oaxaca,San Jerónimo Silacayoapilla, 17.93 , 256.00 
Oaxaca,San Jerónimo Sosola, 13.88 , 379.00 
Oaxaca,San Jerónimo Taviche, 27.74 , 568.00 
Oaxaca,San Jerónimo Tecóatl, 32.96 , 520.00 
Oaxaca,San Jorge Nuchita, 52.99 ," 1,527.00 "
Oaxaca,San José Ayuquila, 29.69 , 484.00 
Oaxaca,San José Chiltepec, 49.46 ," 6,146.00 "
Oaxaca,San José del Peñasco, 8.98 , 193.00 
Oaxaca,San José Estancia Grande, 47.27 , 443.00 
Oaxaca,San José Independencia, 46.81 ," 1,991.00 "
Oaxaca,San José Lachiguiri, 41.16 ," 1,524.00 "
Oaxaca,San José Tenango, 49.94 ," 9,043.00 "
Oaxaca,San Juan Achiutla, 14.11 , 58.00 
Oaxaca,San Juan Atepec, 9.65 , 141.00 
Oaxaca,Ánimas Trujano, 12.18 , 556.00 
Oaxaca,San Juan Bautista Atatlahuca, 11.02 , 157.00 
Oaxaca,San Juan Bautista Coixtlahuaca, 18.70 , 510.00 
Oaxaca,San Juan Bautista Cuicatlán, 23.84 ," 2,007.00 "
Oaxaca,San Juan Bautista Guelache, 18.49 ," 1,238.00 "
Oaxaca,San Juan Bautista Jayacatlán, 9.50 , 138.00 
Oaxaca,San Juan Bautista Lo de Soto, 39.83 , 934.00 
Oaxaca,San Juan Bautista Suchitepec, 9.26 , 42.00 
Oaxaca,San Juan Bautista Tlacoatzintepec, 43.74 , 954.00 
Oaxaca,San Juan Bautista Tlachichilco, 35.14 , 519.00 
Oaxaca,San Juan Bautista Tuxtepec, 34.86 ," 58,026.00 "
Oaxaca,San Juan Cacahuatepec, 39.36 ," 3,520.00 "
Oaxaca,San Juan Cieneguilla, 9.90 , 52.00 
Oaxaca,San Juan Coatzóspam, 36.36 , 658.00 
Oaxaca,San Juan Colorado, 62.15 ," 5,974.00 "
Oaxaca,San Juan Comaltepec, 41.23 ," 1,285.00 "
Oaxaca,San Juan Cotzocón, 33.41 ," 7,811.00 "
Oaxaca,San Juan Chicomezúchil, 10.14 , 30.00 
Oaxaca,San Juan Chilateca, 6.45 , 98.00 
Oaxaca,San Juan del Estado, 13.65 , 383.00 
Oaxaca,San Juan del Río, 7.68 , 105.00 
Oaxaca,San Juan Diuxi, 29.70 , 314.00 
Oaxaca,San Juan Evangelista Analco, 2.96 , 12.00 
Oaxaca,San Juan Guelavía, 13.27 , 437.00 
Oaxaca,San Juan Guichicovi, 26.67 ," 7,689.00 "
Oaxaca,San Juan Ihualtepec, 26.22 , 130.00 
Oaxaca,San Juan Juquila Mixes, 11.39 , 422.00 
Oaxaca,San Juan Juquila Vijanos, 8.69 , 163.00 
Oaxaca,San Juan Lachao, 18.13 , 830.00 
Oaxaca,San Juan Lachigalla, 26.17 , 926.00 
Oaxaca,San Juan Lajarcia, 32.43 , 206.00 
Oaxaca,San Juan Lalana, 68.24 ," 14,194.00 "
Oaxaca,San Juan de los Cués, 24.08 , 583.00 
Oaxaca,San Juan Mazatlán, 44.19 ," 8,182.00 "
Oaxaca,San Juan Mixtepec - Dto. 08, 32.94 ," 2,287.00 "
Oaxaca,San Juan Mixtepec - Dto. 26, 5.04 , 31.00 
Oaxaca,San Juan Ñumí, 47.78 ," 2,760.00 "
Oaxaca,San Juan Ozolotepec, 43.19 ," 1,474.00 "
Oaxaca,San Juan Petlapa, 67.67 ," 2,110.00 "
Oaxaca,San Juan Quiahije, 15.63 , 657.00 
Oaxaca,San Juan Quiotepec, 20.43 , 416.00 
Oaxaca,San Juan Sayultepec, 23.55 , 207.00 
Oaxaca,San Juan Tabaá, 5.13 , 64.00 
Oaxaca,San Juan Tamazola, 39.12 ," 1,301.00 "
Oaxaca,San Juan Teita, 39.69 , 216.00 
Oaxaca,San Juan Teitipac, 21.37 , 570.00 
Oaxaca,San Juan Tepeuxila, 24.41 , 657.00 
Oaxaca,San Juan Teposcolula, 23.35 , 349.00 
Oaxaca,San Juan Yaeé, 5.27 , 75.00 
Oaxaca,San Juan Yatzona, 28.33 , 125.00 
Oaxaca,San Juan Yucuita, 8.78 , 56.00 
Oaxaca,San Lorenzo, 63.20 ," 3,733.00 "
Oaxaca,San Lorenzo Albarradas, 10.97 , 326.00 
Oaxaca,San Lorenzo Cacaotepec, 18.26 ," 3,490.00 "
Oaxaca,San Lorenzo Cuaunecuiltitla, 24.38 , 203.00 
Oaxaca,San Lorenzo Texmelúcan, 21.16 ," 1,936.00 "
Oaxaca,San Lorenzo Victoria, 39.21 , 365.00 
Oaxaca,San Lucas Camotlán, 0.06 , 2.00 
Oaxaca,San Lucas Ojitlán, 55.37 ," 11,930.00 "
Oaxaca,San Lucas Quiaviní, 6.00 , 103.00 
Oaxaca,San Lucas Zoquiápam, 39.89 ," 2,858.00 "
Oaxaca,San Luis Amatlán, 19.42 , 744.00 
Oaxaca,San Marcial Ozolotepec, 35.01 , 481.00 
Oaxaca,San Marcos Arteaga, 25.06 , 393.00 
Oaxaca,San Martín de los Cansecos, 15.81 , 157.00 
Oaxaca,San Martín Huamelúlpam, 18.98 , 190.00 
Oaxaca,San Martín Itunyoso, 68.21 ," 1,876.00 "
Oaxaca,San Martín Lachilá, 30.11 , 311.00 
Oaxaca,San Martín Peras, 44.20 ," 5,499.00 "
Oaxaca,San Martín Tilcajete, 11.12 , 220.00 
Oaxaca,San Martín Toxpalan, 28.82 ," 1,134.00 "
Oaxaca,San Martín Zacatepec, 33.85 , 449.00 
Oaxaca,San Mateo Cajonos, 19.63 , 120.00 
Oaxaca,Capulálpam de Méndez, 5.57 , 90.00 
Oaxaca,San Mateo del Mar, 36.72 ," 5,719.00 "
Oaxaca,San Mateo Yoloxochitlán, 33.61 ," 1,288.00 "
Oaxaca,San Mateo Etlatongo, 34.66 , 430.00 
Oaxaca,San Mateo Nejápam, 36.56 , 445.00 
Oaxaca,San Mateo Peñasco, 17.78 , 424.00 
Oaxaca,San Mateo Piñas, 28.29 , 572.00 
Oaxaca,San Mateo Río Hondo, 17.34 , 556.00 
Oaxaca,San Mateo Sindihui, 35.57 , 703.00 
Oaxaca,San Mateo Tlapiltepec, 23.35 , 53.00 
Oaxaca,San Melchor Betaza, 32.97 , 347.00 
Oaxaca,San Miguel Achiutla, 27.39 , 191.00 
Oaxaca,San Miguel Ahuehuetitlán, 39.35 , 843.00 
Oaxaca,San Miguel Aloápam, 23.51 , 515.00 
Oaxaca,San Miguel Amatitlán, 39.43 ," 2,735.00 "
Oaxaca,San Miguel Amatlán, 6.74 , 67.00 
Oaxaca,San Miguel Coatlán, 27.48 , 875.00 
Oaxaca,San Miguel Chicahua, 29.78 , 646.00 
Oaxaca,San Miguel Chimalapa, 46.64 ," 3,131.00 "
Oaxaca,San Miguel del Puerto, 15.46 ," 1,323.00 "
Oaxaca,San Miguel del Río, 9.05 , 22.00 
Oaxaca,San Miguel Ejutla, 18.41 , 212.00 
Oaxaca,San Miguel el Grande, 20.62 , 890.00 
Oaxaca,San Miguel Huautla, 48.99 , 643.00 
Oaxaca,San Miguel Mixtepec, 60.54 ," 1,934.00 "
Oaxaca,San Miguel Panixtlahuaca, 10.04 , 628.00 
Oaxaca,San Miguel Peras, 31.46 ," 1,202.00 "
Oaxaca,San Miguel Piedras, 43.78 , 582.00 
Oaxaca,San Miguel Quetzaltepec, 18.67 ," 1,361.00 "
Oaxaca,San Miguel Santa Flor, 17.60 , 122.00 
Oaxaca,Villa Sola de Vega, 19.40 ," 2,783.00 "
Oaxaca,San Miguel Soyaltepec, 57.72 ," 20,369.00 "
Oaxaca,San Miguel Suchixtepec, 8.72 , 256.00 
Oaxaca,Villa Talea de Castro, 7.95 , 160.00 
Oaxaca,San Miguel Tecomatlán, 11.26 , 34.00 
Oaxaca,San Miguel Tenango, 32.36 , 211.00 
Oaxaca,San Miguel Tequixtepec, 19.96 , 208.00 
Oaxaca,San Miguel Tilquiápam, 25.88 , 813.00 
Oaxaca,San Miguel Tlacamama, 22.14 , 813.00 
Oaxaca,San Miguel Tlacotepec, 33.96 ," 1,053.00 "
Oaxaca,San Miguel Tulancingo, 9.45 , 29.00 
Oaxaca,San Miguel Yotao, 52.46 , 307.00 
Oaxaca,San Nicolás, 17.94 , 218.00 
Oaxaca,San Nicolás Hidalgo, 42.28 , 441.00 
Oaxaca,San Pablo Coatlán, 17.77 , 766.00 
Oaxaca,San Pablo Cuatro Venados, 14.10 , 213.00 
Oaxaca,San Pablo Etla, 9.96 ," 1,932.00 "
Oaxaca,San Pablo Huitzo, 15.16 ," 1,067.00 "
Oaxaca,San Pablo Huixtepec, 15.84 ," 1,433.00 "
Oaxaca,San Pablo Macuiltianguis, 15.54 , 148.00 
Oaxaca,San Pablo Tijaltepec, 27.20 , 748.00 
Oaxaca,San Pablo Villa de Mitla, 17.28 ," 2,150.00 "
Oaxaca,San Pablo Yaganiza, 11.33 , 128.00 
Oaxaca,San Pedro Amuzgos, 44.48 ," 2,951.00 "
Oaxaca,San Pedro Apóstol, 20.01 , 319.00 
Oaxaca,San Pedro Atoyac, 26.27 ," 1,198.00 "
Oaxaca,San Pedro Cajonos, 18.45 , 200.00 
Oaxaca,San Pedro Coxcaltepec Cántaros, 3.83 , 27.00 
Oaxaca,San Pedro Comitancillo, 30.42 ," 1,319.00 "
Oaxaca,San Pedro el Alto, 41.80 ," 1,946.00 "
Oaxaca,San Pedro Huamelula, 28.34 ," 2,760.00 "
Oaxaca,San Pedro Huilotepec, 46.58 ," 1,541.00 "
Oaxaca,San Pedro Ixcatlán, 52.27 ," 5,421.00 "
Oaxaca,San Pedro Ixtlahuaca, 23.71 ," 3,884.00 "
Oaxaca,San Pedro Jaltepetongo, 3.93 , 19.00 
Oaxaca,San Pedro Jicayán, 54.87 ," 7,001.00 "
Oaxaca,San Pedro Jocotipac, 23.13 , 169.00 
Oaxaca,San Pedro Juchatengo, 8.72 , 153.00 
Oaxaca,San Pedro Mártir, 27.17 , 516.00 
Oaxaca,San Pedro Mártir Quiechapa, 52.04 , 384.00 
Oaxaca,San Pedro Mártir Yucuxaco, 23.05 , 290.00 
Oaxaca,San Pedro Mixtepec - Dto. 22, 22.02 ," 9,375.00 "
Oaxaca,San Pedro Mixtepec - Dto. 26, 16.96 , 165.00 
Oaxaca,San Pedro Molinos, 20.77 , 147.00 
Oaxaca,San Pedro Nopala, 55.05 , 413.00 
Oaxaca,San Pedro Ocopetatillo, 36.00 , 283.00 
Oaxaca,San Pedro Ocotepec, 13.73 , 330.00 
Oaxaca,San Pedro Pochutla, 23.86 ," 12,393.00 "
Oaxaca,San Pedro Quiatoni, 24.55 ," 2,930.00 "
Oaxaca,San Pedro Sochiápam, 58.56 ," 2,959.00 "
Oaxaca,San Pedro Tapanatepec, 36.55 ," 5,767.00 "
Oaxaca,San Pedro Taviche, 25.81 , 372.00 
Oaxaca,San Pedro Teozacoalco, 43.59 , 503.00 
Oaxaca,San Pedro Teutila, 50.19 ," 2,157.00 "
Oaxaca,San Pedro Tidaá, 38.63 , 379.00 
Oaxaca,San Pedro Topiltepec, 12.26 , 46.00 
Oaxaca,San Pedro Totolápam, 14.72 , 485.00 
Oaxaca,Villa de Tututepec de Melchor Ocampo, 35.71 ," 18,057.00 "
Oaxaca,San Pedro Yaneri, 3.01 , 26.00 
Oaxaca,San Pedro Yólox, 9.23 , 157.00 
Oaxaca,San Pedro y San Pablo Ayutla, 21.76 ," 1,223.00 "
Oaxaca,Villa de Etla, 17.33 ," 1,910.00 "
Oaxaca,San Pedro y San Pablo Teposcolula, 14.83 , 646.00 
Oaxaca,San Pedro y San Pablo Tequixtepec, 25.40 , 444.00 
Oaxaca,San Pedro Yucunama, 18.80 , 45.00 
Oaxaca,San Raymundo Jalpan, 14.47 , 594.00 
Oaxaca,San Sebastián Abasolo, 21.22 , 424.00 
Oaxaca,San Sebastián Coatlán, 45.51 ," 1,279.00 "
Oaxaca,San Sebastián Ixcapa, 29.80 ," 1,249.00 "
Oaxaca,San Sebastián Nicananduta, 59.66 , 921.00 
Oaxaca,San Sebastián Río Hondo, 23.89 ," 1,004.00 "
Oaxaca,San Sebastián Tecomaxtlahuaca, 30.77 ," 2,522.00 "
Oaxaca,San Sebastián Teitipac, 18.13 , 397.00 
Oaxaca,San Sebastián Tutla, 7.37 ," 1,431.00 "
Oaxaca,San Simón Almolongas, 23.00 , 645.00 
Oaxaca,San Simón Zahuatlán, 58.32 ," 2,882.00 "
Oaxaca,Santa Ana, 28.24 , 680.00 
Oaxaca,Santa Ana Ateixtlahuaca, 38.43 , 183.00 
Oaxaca,Santa Ana Cuauhtémoc, 49.34 , 336.00 
Oaxaca,Santa Ana del Valle, 16.64 , 363.00 
Oaxaca,Santa Ana Tavela, 37.56 , 319.00 
Oaxaca,Santa Ana Tlapacoyan, 33.45 , 655.00 
